-0.033926383	0.0036440522	-0.01522624	0.0522534	0.010132686	0.10819666	-0.019668324	0.0072312932	-0.0024195237	-0.034315918	-0.010778774	0.017719869	-0.01370747	0.013219371	0.044907574	-0.018652514
-0.001564451	-0.0028568867	-0.0073630163	0.0050808294	0.020876387	0.051504437	-0.005627008	-0.03571584	0.0047257147	-0.0153855225	-0.010271202	-0.05732468	0.032161437	-0.02261832	0.01003652	0.012988029
0.0633523	-0.03372618	-0.1138597	-0.0011505113	0.044739205	0.089462645	-0.014767021	-0.020233901	-0.050821755	-0.08244851	-0.082530275	-0.031370737	-0.049695533	-0.07725666	-0.07049605	0.075950935
0.04286161	-0.007448968	0.038001683	-0.00019574302	0.05384604	0.068823636	-0.005771141	-0.012138124	0.017524466	0.028119463	0.0494145	-0.07904261	0.06433962	-0.041647214	0.024946822	0.06680348
-0.048925657	-0.0022858486	0.033460785	0.03941256	-0.009443175	0.081667736	0.026292367	0.0012673696	0.001419208	0.039605577	-0.053698678	0.034086764	-0.020501362	-0.0341168	0.0008411642	0.011823813
-0.010974935	0.0010140633	-0.14706673	0.10735269	-0.043776933	0.06551298	-0.07511277	0.015191678	0.05849499	-0.033019245	-0.016731536	-0.011686438	0.004703969	-0.017356077	0.07182662	-0.025491875
0.000485336	-0.030294038	0.035468493	-0.03599357	-0.051178873	0.012653793	-0.01491177	-0.09422704	0.05658053	0.023041042	-0.034560405	-0.007258182	0.025707653	-0.048079673	-0.026692796	-0.025087224
0.020388355	0.026358452	0.026135504	0.05678274	-0.03339934	0.074045375	0.0059213205	0.012793179	-0.03636217	0.06376934	0.04309995	0.06807591	0.03295341	0.04531738	0.05050761	0.007893969
-0.04902702	0.07756615	-0.032385133	0.06999126	0.029560497	0.11062236	-0.031438746	-0.028658047	-0.037288498	-0.06520886	-0.033476047	-0.047887344	0.033094835	-0.050247442	-0.03640875	0.017408079
0.07847666	-0.050045114	-0.0794446	-0.05405222	0.05106429	0.087059975	0.07701122	-0.014572421	0.03510963	-0.06746234	-0.07675302	-0.027054414	-0.06774124	-0.045065317	-0.09937449	0.01398355
0.0038537395	-0.030996144	0.010916834	-0.00056478207	0.039689958	0.09966571	0.04742761	-0.052685026	-0.025960874	-0.021016946	-0.023939574	-0.0139195295	-0.02740038	0.035816368	-0.0348816	0.002201214
0.006785496	-0.0577201	0.07478783	-0.048417237	-0.063605905	0.042129226	0.006039478	-0.017202543	0.04947904	0.10392322	0.016012581	-0.02569943	-0.007683742	0.027314456	0.028018203	-0.035632472
0.052601572	0.10477793	-0.049852118	0.042020462	0.03335754	0.10022509	-0.025728468	-0.09635998	-0.07241807	-0.09801327	-0.012635601	-0.029130224	0.0545802	0.025710896	-0.020204362	0.00945835
-0.07522434	0.0074024727	0.04231168	0.04938838	-0.045845337	-0.0019497902	-0.050905902	-0.024932249	0.062346097	0.018110579	-0.023894431	0.017751485	0.038194828	0.0026245534	0.030776862	-0.022983242
0.057629902	0.053927608	-0.1207023	-0.021462707	0.051993098	0.10256344	0.018895127	0.049870633	-0.02962295	-0.15869066	0.032028146	0.0049960334	-0.021901965	-0.058066327	-0.04135219	0.019711463
0.021997826	0.07124173	0.002505002	0.117878534	-0.07345114	0.15593913	-0.0978563	-0.031000484	-0.10791673	-0.016773004	0.0040862104	0.03023113	0.050698042	-0.0010889918	0.09052557	0.05884174
-0.015530479	0.080387115	1.1919798e-05	0.014567841	-0.050065722	0.07512061	-0.114373334	-0.06592757	-0.007424405	-0.028487982	0.01845355	-0.05997116	-0.025200382	-0.057010863	0.011190762	-0.00023338926
-0.0055885855	-0.007627871	-0.0054481765	-0.057070166	-0.037846547	0.022934994	0.0025113479	-0.013313755	0.09449173	-0.06655941	0.059445646	-0.009494787	-0.047206715	-0.03200563	0.06356989	-0.08872166
-0.002973562	0.009664666	-0.06627975	-0.015124302	-0.041396618	-0.009787712	-0.06559668	-0.06469072	0.058274064	0.04626375	0.08110332	-0.23320207	0.10846933	-0.10900959	0.07210708	0.06707684
-0.04636164	-0.05717613	-0.0072525563	-0.030726459	0.14033954	0.019784225	0.012688383	0.005185084	0.0042075166	-0.08225359	-0.11203576	-0.00012250496	-0.025453314	0.0067270133	0.0043114144	0.0055335723
-0.039031237	0.020735007	0.0034853206	0.07889131	-0.03265633	0.066788316	0.02285516	0.060672343	0.010000914	-0.015433786	-0.06970644	0.023160284	-0.017004373	0.0047430834	-0.078497104	-0.050543156
-0.06036672	0.2722673	-0.101782344	0.27414146	-0.07872304	0.0936627	-0.12962426	0.043318145	-0.21455787	0.0055211736	0.033834185	-0.0024143606	0.06359594	-0.020157795	0.14512566	0.035256177
0.031072026	-0.031122642	-0.048618298	-0.011690019	0.1478035	0.0002580855	0.07049022	-0.121098295	-0.07494374	-0.11366318	-0.15556115	-0.14679252	0.04051225	-0.21230344	-0.03762996	0.052588794
-0.049924508	-0.08171472	0.077676125	0.06364435	-0.11089708	0.14431544	0.0688592	-0.040724605	0.043711696	0.044395454	0.022744266	0.008856538	0.040842097	-0.06248691	0.068830475	0.067347236
-0.1396476	0.07538638	0.0052845557	0.0774068	0.031452626	0.1276452	-0.10628289	-0.04969283	0.0021957075	-0.037059475	-0.13209875	-0.069370106	0.12850872	-0.1092914	0.08004655	0.006273299
0.0024152054	0.08129227	-0.03399161	0.11631759	0.054263286	0.11617677	0.027721614	-0.020612108	-0.063003816	-0.021131808	-0.039512433	0.005902206	0.026793161	0.012205914	0.020942833	-0.024167057
-0.038139835	0.01992413	-0.0047040847	-0.04934464	0.16028275	0.01612838	0.033831004	-0.042842157	0.091936186	-0.0043412424	-5.0195285e-05	-0.07290323	0.09862977	-0.10508584	0.025948273	-0.07907665
-0.27157792	0.14451642	0.023938103	0.108654685	-0.12413394	0.088254035	-0.21028185	0.007214306	-0.0798893	-0.022587946	0.03331901	0.009583569	0.1642791	-0.0070648245	0.07104951	-0.019324733
0.004846621	-0.08815726	-0.019242747	-0.053065952	-0.025520306	0.035156045	-0.100034714	-0.01121327	-0.050945226	-0.06770636	-0.022060897	-0.003337195	-0.06464737	0.030531393	-0.035517853	-0.09043777
-0.07069302	0.06167127	-0.036947794	0.03644435	-0.0015638097	0.20720445	-0.038730983	-0.12422263	0.002911365	0.008193548	-0.028864836	-0.10889144	0.06247505	-0.102071516	-0.037866507	0.029989775
-0.011513822	0.021023061	-0.17449805	0.11516833	-0.064405695	0.20048372	-0.043703783	-0.10255002	-0.094244145	-0.20656118	-0.027901188	0.03415811	0.09950093	-0.10002322	0.036654916	0.037565317
-0.08660778	-0.053052988	0.00067789183	0.007448822	0.04526533	0.23267618	-0.06701901	-0.052220948	0.019703979	-0.04682005	0.011755121	-0.009010408	-0.015715828	-0.02501967	0.10243448	-0.10100242
-0.09203844	-7.1462346e-05	-0.008200692	0.005592763	-0.038598947	0.04400131	-0.03743618	-0.050005753	0.010145016	-0.025949081	0.036138546	-0.0023706073	-0.02790038	-0.059422962	-0.037141085	-0.07852234
-0.15124422	0.05672686	0.049262077	0.060588527	0.07916871	0.20715098	-0.034561805	-0.09625955	-0.1354628	-0.083887406	0.07091685	0.008249592	0.07724269	-0.057151884	0.072758816	0.005666419
0.028081581	0.025606645	-0.0019482753	0.01423082	0.031085689	0.081019446	0.03889232	-0.014173816	-0.12808862	-0.13424617	-0.014068451	-0.019568257	0.04942257	-0.17870213	-0.09011873	-0.029373782
0.009662027	-0.09173871	-0.06892856	0.1708085	-0.076487936	0.047792412	-0.050835937	-0.04283911	0.09402302	-0.06766025	0.1586493	0.022997338	0.016143138	-0.20797707	0.040316403	-0.012626381
-0.0005448655	-0.03701926	-0.109682456	-0.062063694	0.10035317	0.1336077	0.029108826	-0.0009142765	0.025867196	-0.0829769	-0.1776162	-0.04732415	-0.01591386	-0.17753215	0.013211678	0.012132317
-0.13246678	-0.062673986	0.039078563	-0.066025585	-0.07072619	0.06371604	-0.110402994	-0.03718457	-0.03590474	0.043153156	-0.120474905	-0.056037255	0.049323373	-0.046699874	0.13291967	-0.07271135
-0.13981041	0.06615331	-0.115650184	0.07964831	-0.01324357	0.27637994	-0.18122287	-0.06827894	-0.05026807	-0.20372856	-0.12578118	-0.11468644	0.16585226	-0.18292454	0.024064582	0.033975765
